COBERTURA,ANIO,MES,GRUPO_PRODUCTO,PRODUCTO,UNIDAD_MEDIDA,VOLUMEN,VALOR,INDICE,ESTATUS
Nacional,2006,Abril,Minerales No Metálicos,Feldespato,Toneladas,35383.0,12104.666,95.304,Cifras Definitivas.
Nacional,2006,Abril,Minerales No Metálicos,Sal,Toneladas,616731.0,86560.644,84.016,Cifras Definitivas.
Nacional,2006,Abril,Minerales No Metálicos,Diatomita,Toneladas,5258.0,12362.972,49.088,Cifras Definitivas.
Nacional,2006,Abril,Minerales No Metálicos,Sulfato de Sodio,Toneladas,51000.0,49799.664,99.029,Cifras Definitivas.
Nacional,2006,Abril,Minerales No Metálicos,Sulfato de Magnesio,Toneladas,3600.0,4636.08,100.341,Cifras Definitivas.
Nacional,2006,Mayo,Metales Preciosos,Oro,Kilogramos,1832.4,440053.766,43.649,Cifras Definitivas.
Nacional,2006,Mayo,Metales Preciosos,Plata,Kilogramos,226098.0,1077817.858,101.692,Cifras Definitivas.
Nacional,2006,Mayo,Metales Industriales No Ferrosos,Plomo,Toneladas,10428.0,134852.742,124.235,Cifras Definitivas.
Nacional,2006,Mayo,Metales Industriales No Ferrosos,Cobre,Toneladas,28317.0,2525100.862,126.5,Cifras Definitivas.
Nacional,2006,Mayo,Metales Industriales No Ferrosos,Zinc,Toneladas,36207.0,1430837.974,109.358,Cifras Definitivas.
Nacional,2006,Mayo,Metales Industriales No Ferrosos,Antimonio,Toneladas,67.0,0.0,211.579,Cifras Definitivas.
Nacional,2006,Mayo,Metales Industriales No Ferrosos,Arsenico,Toneladas,139.0,1209.746,325.146,Cifras Definitivas.
Nacional,2006,Mayo,Metales Industriales No Ferrosos,Bismuto,Toneladas,100.0,10301.081,106.007,Cifras Definitivas.
Nacional,2006,Mayo,Metales Industriales No Ferrosos,Estaño,Toneladas,2.0,205.863,160.0,Cifras Definitivas.
Nacional,2006,Mayo,Metales Industriales No Ferrosos,Cadmio,Toneladas,88.0,3655.206,68.129,Cifras Definitivas.
Nacional,2006,Mayo,Metales Industriales No Ferrosos,Molibdeno,Toneladas,0.0,0.0,0.0,Cifras Definitivas.
Nacional,2006,Mayo,Metales y Minerales Siderúrgicos,Carbon No Coquizable,Toneladas,872266.0,344600.435,100.62,Cifras Definitivas.
Nacional,2006,Mayo,Metales y Minerales Siderúrgicos,Coque,Toneladas,134151.0,419561.277,104.034,Cifras Definitivas.
Nacional,2006,Mayo,Metales y Minerales Siderúrgicos,Pellets de fierro,Toneladas,379206.0,196293.635,58.898,Cifras Definitivas.
Nacional,2006,Mayo,Metales y Minerales Siderúrgicos,Manganeso,Toneladas,14535.0,23274.276,102.656,Cifras Definitivas.
Nacional,2006,Mayo,Minerales No Metálicos,Azufre,Toneladas,94815.0,39759.801,109.286,Cifras Definitivas.
Nacional,2006,Mayo,Minerales No Metálicos,Grafito,Toneladas,1095.0,1537.407,181.768,Cifras Definitivas.
Nacional,2006,Mayo,Minerales No Metálicos,Barita,Toneladas,18917.0,21608.747,162.069,Cifras Definitivas.
Nacional,2006,Mayo,Minerales No Metálicos,Dolomita,Toneladas,110040.0,8526.044,107.009,Cifras Definitivas.
Nacional,2006,Mayo,Minerales No Metálicos,Fluorita,Toneladas,84226.0,112680.196,95.562,Cifras Definitivas.
Nacional,2006,Mayo,Minerales No Metálicos,Caolin,Toneladas,2167.0,3730.437,30.56,Cifras Definitivas.
Nacional,2006,Mayo,Minerales No Metálicos,Arena Silica,Toneladas,207479.0,86419.191,89.589,Cifras Definitivas.
Nacional,2006,Mayo,Minerales No Metálicos,Yeso,Toneladas,582436.0,51106.428,136.106,Cifras Definitivas.
Nacional,2006,Mayo,Minerales No Metálicos,Fosforita,Toneladas,0.0,0.0,0.0,Cifras Definitivas.
Nacional,2006,Mayo,Minerales No Metálicos,Wollastonita,Toneladas,3504.0,8201.424,89.762,Cifras Definitivas.
Nacional,2006,Mayo,Minerales No Metálicos,Celestita,Toneladas,10020.0,5236.448,405.928,Cifras Definitivas.
Nacional,2006,Mayo,Minerales No Metálicos,Feldespato,Toneladas,34925.0,14025.426,94.07,Cifras Definitivas.
Nacional,2006,Mayo,Minerales No Metálicos,Sal,Toneladas,712713.0,101309.337,97.092,Cifras Definitivas.
Nacional,2006,Mayo,Minerales No Metálicos,Diatomita,Toneladas,4859.0,11471.404,45.363,Cifras Definitivas.
Nacional,2006,Mayo,Minerales No Metálicos,Sulfato de Sodio,Toneladas,51000.0,51749.037,99.029,Cifras Definitivas.
Nacional,2006,Mayo,Minerales No Metálicos,Sulfato de Magnesio,Toneladas,3400.0,4290.293,94.767,Cifras Definitivas.
Nacional,2006,Junio,Metales Preciosos,Oro,Kilogramos,3591.4,784193.903,85.559,Cifras Definitivas.
Nacional,2006,Junio,Metales Preciosos,Plata,Kilogramos,180731.0,713212.94,81.287,Cifras Definitivas.
Nacional,2006,Junio,Metales Industriales No Ferrosos,Plomo,Toneladas,12936.0,142050.672,154.115,Cifras Definitivas.
Nacional,2006,Junio,Metales Industriales No Ferrosos,Cobre,Toneladas,19277.0,1580715.616,86.116,Cifras Definitivas.
Nacional,2006,Junio,Metales Industriales No Ferrosos,Zinc,Toneladas,36650.0,1346816.263,110.696,Cifras Definitivas.
Nacional,2006,Junio,Metales Industriales No Ferrosos,Antimonio,Toneladas,106.0,0.0,334.737,Cifras Definitivas.
Nacional,2006,Junio,Metales Industriales No Ferrosos,Arsenico,Toneladas,144.0,1289.5,336.842,Cifras Definitivas.
Nacional,2006,Junio,Metales Industriales No Ferrosos,Bismuto,Toneladas,101.0,10671.958,107.067,Cifras Definitivas.
Nacional,2006,Junio,Metales Industriales No Ferrosos,Estaño,Toneladas,3.0,286.819,240.0,Cifras Definitivas.
Nacional,2006,Junio,Metales Industriales No Ferrosos,Cadmio,Toneladas,120.0,5558.871,93.677,Cifras Definitivas.
Nacional,2006,Junio,Metales Industriales No Ferrosos,Molibdeno,Toneladas,0.0,0.0,0.0,Cifras Definitivas.
Nacional,2006,Junio,Metales y Minerales Siderúrgicos,Carbon No Coquizable,Toneladas,939225.0,368944.194,108.344,Cifras Definitivas.
Nacional,2006,Junio,Metales y Minerales Siderúrgicos,Coque,Toneladas,128518.0,419117.761,99.666,Cifras Definitivas.
Nacional,2006,Junio,Metales y Minerales Siderúrgicos,Pellets de fierro,Toneladas,503353.0,275841.072,78.181,Cifras Definitivas.
Nacional,2006,Junio,Metales y Minerales Siderúrgicos,Manganeso,Toneladas,7365.0,12122.598,52.016,Cifras Definitivas.
Nacional,2006,Junio,Minerales No Metálicos,Azufre,Toneladas,89867.0,37613.676,103.583,Cifras Definitivas.
Nacional,2006,Junio,Minerales No Metálicos,Grafito,Toneladas,1103.0,1609.081,183.096,Cifras Definitivas.
Nacional,2006,Junio,Minerales No Metálicos,Barita,Toneladas,13205.0,13964.294,113.132,Cifras Definitivas.
Nacional,2006,Junio,Minerales No Metálicos,Dolomita,Toneladas,109387.0,8725.681,106.374,Cifras Definitivas.
Nacional,2006,Junio,Minerales No Metálicos,Fluorita,Toneladas,80793.0,114745.188,91.667,Cifras Definitivas.
Nacional,2006,Junio,Minerales No Metálicos,Caolin,Toneladas,1470.0,2665.066,20.731,Cifras Definitivas.
Nacional,2006,Junio,Minerales No Metálicos,Arena Silica,Toneladas,250321.0,107212.662,108.088,Cifras Definitivas.
Nacional,2006,Junio,Minerales No Metálicos,Yeso,Toneladas,443585.0,39412.042,103.658,Cifras Definitivas.
Nacional,2006,Junio,Minerales No Metálicos,Fosforita,Toneladas,0.0,0.0,0.0,Cifras Definitivas.
Nacional,2006,Junio,Minerales No Metálicos,Wollastonita,Toneladas,5189.0,14306.327,132.926,Cifras Definitivas.
Nacional,2006,Junio,Minerales No Metálicos,Celestita,Toneladas,11652.0,6018.924,472.043,Cifras Definitivas.
Nacional,2006,Junio,Minerales No Metálicos,Feldespato,Toneladas,46328.0,18000.837,124.784,Cifras Definitivas.
Nacional,2006,Junio,Minerales No Metálicos,Sal,Toneladas,743121.0,95984.424,101.234,Cifras Definitivas.
Nacional,2006,Junio,Minerales No Metálicos,Diatomita,Toneladas,5258.0,12333.911,49.088,Cifras Definitivas.
Nacional,2006,Junio,Minerales No Metálicos,Sulfato de Sodio,Toneladas,49000.0,50413.111,95.146,Cifras Definitivas.
Nacional,2006,Junio,Minerales No Metálicos,Sulfato de Magnesio,Toneladas,3500.0,4593.642,97.554,Cifras Definitivas.
Nacional,2006,Julio,Metales Preciosos,Oro,Kilogramos,3314.3,744354.998,78.96,Cifras Definitivas.
Nacional,2006,Julio,Metales Preciosos,Plata,Kilogramos,258664.0,1025943.442,116.339,Cifras Definitivas.
Nacional,2006,Julio,Metales Industriales No Ferrosos,Plomo,Toneladas,12551.0,145328.661,149.528,Cifras Definitivas.
Nacional,2006,Julio,Metales Industriales No Ferrosos,Cobre,Toneladas,19600.0,1663071.897,87.559,Cifras Definitivas.
Nacional,2006,Julio,Metales Industriales No Ferrosos,Zinc,Toneladas,40930.0,1504048.619,123.623,Cifras Definitivas.
Nacional,2006,Julio,Metales Industriales No Ferrosos,Antimonio,Toneladas,79.0,0.0,249.474,Cifras Definitivas.
Nacional,2006,Julio,Metales Industriales No Ferrosos,Arsenico,Toneladas,158.0,1363.244,369.591,Cifras Definitivas.
Nacional,2006,Julio,Metales Industriales No Ferrosos,Bismuto,Toneladas,101.0,10180.374,107.067,Cifras Definitivas.
Nacional,2006,Julio,Metales Industriales No Ferrosos,Estaño,Toneladas,3.0,292.191,240.0,Cifras Definitivas.
Nacional,2006,Julio,Metales Industriales No Ferrosos,Cadmio,Toneladas,112.0,5011.878,86.71,Cifras Definitivas.
Nacional,2006,Julio,Metales Industriales No Ferrosos,Molibdeno,Toneladas,0.0,0.0,0.0,Cifras Definitivas.
Nacional,2006,Julio,Metales y Minerales Siderúrgicos,Carbon No Coquizable,Toneladas,1041658.0,411802.814,120.161,Cifras Definitivas.
Nacional,2006,Julio,Metales y Minerales Siderúrgicos,Coque,Toneladas,130329.0,410190.978,101.07,Cifras Definitivas.
Nacional,2006,Julio,Metales y Minerales Siderúrgicos,Pellets de fierro,Toneladas,542781.0,303626.618,84.305,Cifras Definitivas.
Nacional,2006,Julio,Metales y Minerales Siderúrgicos,Manganeso,Toneladas,7540.0,11986.113,53.252,Cifras Definitivas.
Nacional,2006,Julio,Minerales No Metálicos,Azufre,Toneladas,95985.0,40998.05,110.634,Cifras Definitivas.
Nacional,2006,Julio,Minerales No Metálicos,Grafito,Toneladas,927.0,1190.66,153.88,Cifras Definitivas.
Nacional,2006,Julio,Minerales No Metálicos,Barita,Toneladas,15294.0,17355.677,131.03,Cifras Definitivas.
Nacional,2006,Julio,Minerales No Metálicos,Dolomita,Toneladas,105594.0,8602.348,102.685,Cifras Definitivas.
Nacional,2006,Julio,Minerales No Metálicos,Fluorita,Toneladas,65210.0,85873.451,73.987,Cifras Definitivas.
Nacional,2006,Julio,Minerales No Metálicos,Caolin,Toneladas,1332.0,2320.215,18.784,Cifras Definitivas.
Nacional,2006,Julio,Minerales No Metálicos,Arena Silica,Toneladas,208423.0,86419.654,89.997,Cifras Definitivas.
Nacional,2006,Julio,Minerales No Metálicos,Yeso,Toneladas,501838.0,43078.798,117.271,Cifras Definitivas.
Nacional,2006,Julio,Minerales No Metálicos,Fosforita,Toneladas,0.0,0.0,0.0,Cifras Definitivas.
Nacional,2006,Julio,Minerales No Metálicos,Wollastonita,Toneladas,4204.0,9649.946,107.694,Cifras Definitivas.
Nacional,2006,Julio,Minerales No Metálicos,Celestita,Toneladas,8681.0,4469.359,351.683,Cifras Definitivas.
Nacional,2006,Julio,Minerales No Metálicos,Feldespato,Toneladas,35070.0,13693.222,94.461,Cifras Definitivas.
Nacional,2006,Julio,Minerales No Metálicos,Sal,Toneladas,734572.0,100991.867,100.07,Cifras Definitivas.
Nacional,2006,Julio,Minerales No Metálicos,Diatomita,Toneladas,4489.0,10638.625,41.909,Cifras Definitivas.
Nacional,2006,Julio,Minerales No Metálicos,Sulfato de Sodio,Toneladas,52500.0,58034.707,101.942,Cifras Definitivas.
Nacional,2006,Julio,Minerales No Metálicos,Sulfato de Magnesio,Toneladas,3000.0,3259.446,83.618,Cifras Definitivas.
Nacional,2006,Agosto,Metales Preciosos,Oro,Kilogramos,3656.2,807863.493,87.108,Cifras Definitivas.
Nacional,2006,Agosto,Metales Preciosos,Plata,Kilogramos,169576.0,726378.903,76.27,Cifras Definitivas.
Nacional,2006,Agosto,Metales Industriales No Ferrosos,Plomo,Toneladas,7748.0,98911.842,92.307,Cifras Definitivas.
Nacional,2006,Agosto,Metales Industriales No Ferrosos,Cobre,Toneladas,19957.0,1669838.971,89.153,Cifras Definitivas.
Nacional,2006,Agosto,Metales Industriales No Ferrosos,Zinc,Toneladas,37204.0,1353964.098,112.369,Cifras Definitivas.
Nacional,2006,Agosto,Metales Industriales No Ferrosos,Antimonio,Toneladas,71.0,0.0,224.211,Cifras Definitivas.
Nacional,2006,Agosto,Metales Industriales No Ferrosos,Arsenico,Toneladas,130.0,1121.657,304.094,Cifras Definitivas.
Nacional,2006,Agosto,Metales Industriales No Ferrosos,Bismuto,Toneladas,101.0,10390.689,107.067,Cifras Definitivas.
Nacional,2006,Agosto,Metales Industriales No Ferrosos,Estaño,Toneladas,2.0,193.994,160.0,Cifras Definitivas.
Nacional,2006,Agosto,Metales Industriales No Ferrosos,Cadmio,Toneladas,163.0,5455.695,126.194,Cifras Definitivas.
Nacional,2006,Agosto,Metales Industriales No Ferrosos,Molibdeno,Toneladas,72.0,46127.157,11.06,Cifras Definitivas.
Nacional,2006,Agosto,Metales y Minerales Siderúrgicos,Carbon No Coquizable,Toneladas,992194.0,408563.472,114.455,Cifras Definitivas.
Nacional,2006,Agosto,Metales y Minerales Siderúrgicos,Coque,Toneladas,130149.0,412253.465,100.93,Cifras Definitivas.
Nacional,2006,Agosto,Metales y Minerales Siderúrgicos,Pellets de fierro,Toneladas,513130.0,265684.069,79.7,Cifras Definitivas.
Nacional,2006,Agosto,Metales y Minerales Siderúrgicos,Manganeso,Toneladas,21582.0,33902.586,152.426,Cifras Definitivas.
Nacional,2006,Agosto,Minerales No Metálicos,Azufre,Toneladas,93803.0,39203.901,108.119,Cifras Definitivas.
Nacional,2006,Agosto,Minerales No Metálicos,Grafito,Toneladas,1345.0,1739.811,223.267,Cifras Definitivas.
Nacional,2006,Agosto,Minerales No Metálicos,Barita,Toneladas,15070.0,16925.614,129.111,Cifras Definitivas.
Nacional,2006,Agosto,Minerales No Metálicos,Dolomita,Toneladas,116351.0,9325.676,113.146,Cifras Definitivas.
Nacional,2006,Agosto,Minerales No Metálicos,Fluorita,Toneladas,86222.0,117956.136,97.827,Cifras Definitivas.
Nacional,2006,Agosto,Minerales No Metálicos,Caolin,Toneladas,1195.0,2390.678,16.852,Cifras Definitivas.
Nacional,2006,Agosto,Minerales No Metálicos,Arena Silica,Toneladas,215559.0,88128.821,93.078,Cifras Definitivas.
Nacional,2006,Agosto,Minerales No Metálicos,Yeso,Toneladas,546647.0,47424.896,127.742,Cifras Definitivas.
Nacional,2006,Agosto,Minerales No Metálicos,Fosforita,Toneladas,0.0,0.0,0.0,Cifras Definitivas.
Nacional,2006,Agosto,Minerales No Metálicos,Wollastonita,Toneladas,3789.0,8840.101,97.063,Cifras Definitivas.
Nacional,2006,Agosto,Minerales No Metálicos,Celestita,Toneladas,9842.0,4898.816,398.717,Cifras Definitivas.
Nacional,2006,Agosto,Minerales No Metálicos,Feldespato,Toneladas,30660.0,10397.818,82.582,Cifras Definitivas.
Nacional,2006,Agosto,Minerales No Metálicos,Sal,Toneladas,761129.0,96698.395,103.688,Cifras Definitivas.
Nacional,2006,Agosto,Minerales No Metálicos,Diatomita,Toneladas,5253.0,12534.651,49.042,Cifras Definitivas.
Nacional,2006,Agosto,Minerales No Metálicos,Sulfato de Sodio,Toneladas,52500.0,54750.885,101.942,Cifras Definitivas.
Nacional,2006,Agosto,Minerales No Metálicos,Sulfato de Magnesio,Toneladas,3600.0,4797.58,100.341,Cifras Definitivas.
Nacional,2006,Septiembre,Metales Preciosos,Oro,Kilogramos,3868.1,814955.836,92.159,Cifras Definitivas.
Nacional,2006,Septiembre,Metales Preciosos,Plata,Kilogramos,219551.0,899079.216,98.748,Cifras Definitivas.
Nacional,2006,Septiembre,Metales Industriales No Ferrosos,Plomo,Toneladas,9396.0,138501.116,111.94,Cifras Definitivas.
Nacional,2006,Septiembre,Metales Industriales No Ferrosos,Cobre,Toneladas,25169.0,2101117.056,112.437,Cifras Definitivas.
Nacional,2006,Septiembre,Metales Industriales No Ferrosos,Zinc,Toneladas,36468.0,1362767.817,110.146,Cifras Definitivas.
Nacional,2006,Septiembre,Metales Industriales No Ferrosos,Antimonio,Toneladas,33.0,0.0,104.211,Cifras Definitivas.
Nacional,2006,Septiembre,Metales Industriales No Ferrosos,Arsenico,Toneladas,146.0,1293.65,341.52,Cifras Definitivas.
Nacional,2006,Septiembre,Metales Industriales No Ferrosos,Bismuto,Toneladas,101.0,10979.121,107.067,Cifras Definitivas.
Nacional,2006,Septiembre,Metales Industriales No Ferrosos,Estaño,Toneladas,1.0,103.84,80.0,Cifras Definitivas.
Nacional,2006,Septiembre,Metales Industriales No Ferrosos,Cadmio,Toneladas,145.0,3591.916,112.258,Cifras Definitivas.
Nacional,2006,Septiembre,Metales Industriales No Ferrosos,Molibdeno,Toneladas,194.0,126156.455,29.8,Cifras Definitivas.
Nacional,2006,Septiembre,Metales y Minerales Siderúrgicos,Carbon No Coquizable,Toneladas,901269.0,379689.781,103.966,Cifras Definitivas.
Nacional,2006,Septiembre,Metales y Minerales Siderúrgicos,Coque,Toneladas,127828.0,401446.391,99.13,Cifras Definitivas.
Nacional,2006,Septiembre,Metales y Minerales Siderúrgicos,Pellets de fierro,Toneladas,520969.0,289081.131,80.917,Cifras Definitivas.
Nacional,2006,Septiembre,Metales y Minerales Siderúrgicos,Manganeso,Toneladas,3116.0,4943.643,22.007,Cifras Definitivas.
Nacional,2006,Septiembre,Minerales No Metálicos,Azufre,Toneladas,86916.0,36978.859,100.181,Cifras Definitivas.
Nacional,2006,Septiembre,Minerales No Metálicos,Grafito,Toneladas,1176.0,1627.405,195.214,Cifras Definitivas.
Nacional,2006,Septiembre,Minerales No Metálicos,Barita,Toneladas,15082.0,17753.248,129.213,Cifras Definitivas.
Nacional,2006,Septiembre,Minerales No Metálicos,Dolomita,Toneladas,110909.0,9176.86,107.854,Cifras Definitivas.
Nacional,2006,Septiembre,Minerales No Metálicos,Fluorita,Toneladas,65984.0,92293.503,74.865,Cifras Definitivas.
Nacional,2006,Septiembre,Minerales No Metálicos,Caolin,Toneladas,1061.0,1881.254,14.963,Cifras Definitivas.
Nacional,2006,Septiembre,Minerales No Metálicos,Arena Silica,Toneladas,243773.0,100758.981,105.261,Cifras Definitivas.
Nacional,2006,Septiembre,Minerales No Metálicos,Yeso,Toneladas,512776.0,44461.795,119.827,Cifras Definitivas.
Nacional,2006,Septiembre,Minerales No Metálicos,Fosforita,Toneladas,0.0,0.0,0.0,Cifras Definitivas.
Nacional,2006,Septiembre,Minerales No Metálicos,Wollastonita,Toneladas,2910.0,7203.158,74.545,Cifras Definitivas.
Nacional,2006,Septiembre,Minerales No Metálicos,Celestita,Toneladas,9699.0,4886.027,392.924,Cifras Definitivas.
Nacional,2006,Septiembre,Minerales No Metálicos,Feldespato,Toneladas,38642.0,14820.559,104.082,Cifras Definitivas.
Nacional,2006,Septiembre,Minerales No Metálicos,Sal,Toneladas,664448.0,91532.364,90.517,Cifras Definitivas.
Nacional,2006,Septiembre,Minerales No Metálicos,Diatomita,Toneladas,4489.0,10617.643,41.909,Cifras Definitivas.
Nacional,2006,Septiembre,Minerales No Metálicos,Sulfato de Sodio,Toneladas,52500.0,52928.873,101.942,Cifras Definitivas.
Nacional,2006,Septiembre,Minerales No Metálicos,Sulfato de Magnesio,Toneladas,3000.0,4093.926,83.618,Cifras Definitivas.
Nacional,2006,Octubre,Metales Preciosos,Oro,Kilogramos,2956.9,607420.581,70.454,Cifras Definitivas.
Nacional,2006,Octubre,Metales Preciosos,Plata,Kilogramos,144095.0,586955.116,64.81,Cifras Definitivas.
Nacional,2006,Octubre,Metales Industriales No Ferrosos,Plomo,Toneladas,8730.0,145798.163,104.006,Cifras Definitivas.
Nacional,2006,Octubre,Metales Industriales No Ferrosos,Cobre,Toneladas,29718.0,2431280.659,132.759,Cifras Definitivas.
Nacional,2006,Octubre,Metales Industriales No Ferrosos,Zinc,Toneladas,33548.0,1398914.285,101.326,Cifras Definitivas.
Nacional,2006,Octubre,Metales Industriales No Ferrosos,Antimonio,Toneladas,57.0,0.0,180.0,Cifras Definitivas.
Nacional,2006,Octubre,Metales Industriales No Ferrosos,Arsenico,Toneladas,147.0,1285.423,343.86,Cifras Definitivas.
Nacional,2006,Octubre,Metales Industriales No Ferrosos,Bismuto,Toneladas,111.0,13566.381,117.668,Cifras Definitivas.
Nacional,2006,Octubre,Metales Industriales No Ferrosos,Estaño,Toneladas,2.0,226.199,160.0,Cifras Definitivas.
Nacional,2006,Octubre,Metales Industriales No Ferrosos,Cadmio,Toneladas,153.0,3859.169,118.452,Cifras Definitivas.
Nacional,2006,Octubre,Metales Industriales No Ferrosos,Molibdeno,Toneladas,334.0,204274.33,51.306,Cifras Definitivas.
Nacional,2006,Octubre,Metales y Minerales Siderúrgicos,Carbon No Coquizable,Toneladas,1014071.0,426663.354,116.978,Cifras Definitivas.
Nacional,2006,Octubre,Metales y Minerales Siderúrgicos,Coque,Toneladas,131399.0,383900.443,101.9,Cifras Definitivas.
Nacional,2006,Octubre,Metales y Minerales Siderúrgicos,Pellets de fierro,Toneladas,611793.0,349020.975,95.024,Cifras Definitivas.
Nacional,2006,Octubre,Metales y Minerales Siderúrgicos,Manganeso,Toneladas,20800.0,32779.345,146.903,Cifras Definitivas.
Nacional,2006,Octubre,Minerales No Metálicos,Azufre,Toneladas,83442.0,32918.784,96.177,Cifras Definitivas.
Nacional,2006,Octubre,Minerales No Metálicos,Grafito,Toneladas,903.0,1227.502,149.896,Cifras Definitivas.
Nacional,2006,Octubre,Minerales No Metálicos,Barita,Toneladas,16342.0,16777.841,140.008,Cifras Definitivas.
Nacional,2006,Octubre,Minerales No Metálicos,Dolomita,Toneladas,118343.0,9830.899,115.084,Cifras Definitivas.
Nacional,2006,Octubre,Minerales No Metálicos,Fluorita,Toneladas,96270.0,126839.672,109.227,Cifras Definitivas.
Nacional,2006,Octubre,Minerales No Metálicos,Caolin,Toneladas,940.0,1563.167,13.27,Cifras Definitivas.
Nacional,2006,Octubre,Minerales No Metálicos,Arena Silica,Toneladas,211674.0,83728.211,91.4,Cifras Definitivas.
Nacional,2006,Octubre,Minerales No Metálicos,Yeso,Toneladas,494449.0,42967.165,115.545,Cifras Definitivas.
Nacional,2006,Octubre,Minerales No Metálicos,Fosforita,Toneladas,0.0,0.0,0.0,Cifras Definitivas.
Nacional,2006,Octubre,Minerales No Metálicos,Wollastonita,Toneladas,3963.0,9484.374,101.52,Cifras Definitivas.
Nacional,2006,Octubre,Minerales No Metálicos,Celestita,Toneladas,12524.0,6220.635,507.37,Cifras Definitivas.
Nacional,2006,Octubre,Minerales No Metálicos,Feldespato,Toneladas,34808.0,13078.514,93.755,Cifras Definitivas.
Nacional,2006,Octubre,Minerales No Metálicos,Sal,Toneladas,609110.0,85663.952,82.978,Cifras Definitivas.
Nacional,2006,Octubre,Minerales No Metálicos,Diatomita,Toneladas,6736.0,15781.478,62.887,Cifras Definitivas.
Nacional,2006,Octubre,Minerales No Metálicos,Sulfato de Sodio,Toneladas,52500.0,54486.705,101.942,Cifras Definitivas.
Nacional,2006,Octubre,Minerales No Metálicos,Sulfato de Magnesio,Toneladas,3000.0,3871.008,83.618,Cifras Definitivas.
Nacional,2006,Noviembre,Metales Preciosos,Oro,Kilogramos,3317.9,729585.569,79.055,Cifras Definitivas.
Nacional,2006,Noviembre,Metales Preciosos,Plata,Kilogramos,180712.0,822758.612,81.279,Cifras Definitivas.
Nacional,2006,Noviembre,Metales Industriales No Ferrosos,Plomo,Toneladas,7514.0,133121.323,89.519,Cifras Definitivas.
Nacional,2006,Noviembre,Metales Industriales No Ferrosos,Cobre,Toneladas,33549.0,2571914.232,149.873,Cifras Definitivas.
Nacional,2006,Noviembre,Metales Industriales No Ferrosos,Zinc,Toneladas,31615.0,1510954.591,95.488,Cifras Definitivas.
Nacional,2006,Noviembre,Metales Industriales No Ferrosos,Antimonio,Toneladas,60.0,0.0,189.474,Cifras Definitivas.
Nacional,2006,Noviembre,Metales Industriales No Ferrosos,Arsenico,Toneladas,137.0,1201.207,320.468,Cifras Definitivas.
Nacional,2006,Noviembre,Metales Industriales No Ferrosos,Bismuto,Toneladas,101.0,13326.023,107.067,Cifras Definitivas.
Nacional,2006,Noviembre,Metales Industriales No Ferrosos,Estaño,Toneladas,2.0,230.817,160.0,Cifras Definitivas.
Nacional,2006,Noviembre,Metales Industriales No Ferrosos,Cadmio,Toneladas,118.0,3693.606,91.355,Cifras Definitivas.
Nacional,2006,Noviembre,Metales Industriales No Ferrosos,Molibdeno,Toneladas,522.0,317744.186,80.184,Cifras Definitivas.
Nacional,2006,Noviembre,Metales y Minerales Siderúrgicos,Carbon No Coquizable,Toneladas,973014.0,402283.812,112.242,Cifras Definitivas.
Nacional,2006,Noviembre,Metales y Minerales Siderúrgicos,Coque,Toneladas,129571.0,391323.856,100.482,Cifras Definitivas.
Nacional,2006,Noviembre,Metales y Minerales Siderúrgicos,Pellets de fierro,Toneladas,618195.0,365602.479,96.018,Cifras Definitivas.
Nacional,2006,Noviembre,Metales y Minerales Siderúrgicos,Manganeso,Toneladas,4206.0,6627.45,29.705,Cifras Definitivas.
Nacional,2006,Noviembre,Minerales No Metálicos,Azufre,Toneladas,80495.0,29936.397,92.78,Cifras Definitivas.
Nacional,2006,Noviembre,Minerales No Metálicos,Grafito,Toneladas,1181.0,1524.619,196.044,Cifras Definitivas.
Nacional,2006,Noviembre,Minerales No Metálicos,Barita,Toneladas,17919.0,21420.435,153.519,Cifras Definitivas.
Nacional,2006,Noviembre,Minerales No Metálicos,Dolomita,Toneladas,104878.0,8485.496,101.99,Cifras Definitivas.
Nacional,2006,Noviembre,Minerales No Metálicos,Fluorita,Toneladas,79671.0,110273.268,90.394,Cifras Definitivas.
Nacional,2006,Noviembre,Minerales No Metálicos,Caolin,Toneladas,927.0,1476.5,13.087,Cifras Definitivas.
Nacional,2006,Noviembre,Minerales No Metálicos,Arena Silica,Toneladas,198899.0,81432.433,85.884,Cifras Definitivas.
Nacional,2006,Noviembre,Minerales No Metálicos,Yeso,Toneladas,442837.0,38640.643,103.484,Cifras Definitivas.
Nacional,2006,Noviembre,Minerales No Metálicos,Fosforita,Toneladas,0.0,0.0,0.0,Cifras Definitivas.
Nacional,2006,Noviembre,Minerales No Metálicos,Wollastonita,Toneladas,3432.0,7848.716,87.917,Cifras Definitivas.
Nacional,2006,Noviembre,Minerales No Metálicos,Celestita,Toneladas,14456.0,7193.604,585.639,Cifras Definitivas.
Nacional,2006,Noviembre,Minerales No Metálicos,Feldespato,Toneladas,36937.0,15203.306,99.489,Cifras Definitivas.
Nacional,2006,Noviembre,Minerales No Metálicos,Sal,Toneladas,634098.0,85442.236,86.382,Cifras Definitivas.
Nacional,2006,Noviembre,Minerales No Metálicos,Diatomita,Toneladas,7214.0,17075.379,67.349,Cifras Definitivas.
Nacional,2006,Noviembre,Minerales No Metálicos,Sulfato de Sodio,Toneladas,50500.0,50887.133,98.058,Cifras Definitivas.
Nacional,2006,Noviembre,Minerales No Metálicos,Sulfato de Magnesio,Toneladas,1700.0,2178.502,47.383,Cifras Definitivas.
